CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;DateDebutOperationPrelBio;CdListeFauFlor;LbListeFauFlor;CdTypListeFauFlor;MnTypListeFauFlor;CdTypTaxRep;MnTypTaxRep;CdAppelTaxon;NomLatinAppelTaxon;RsTaxRep;CdRqNbrTaxRep;MnemoRqNbrTaxRep;CdUniteMesure;SymUniteMesure;RefOperationPrelBio;CdProducteur;NomProducteur;CD_NOM;CD_REF;CD_SUP;CD_TYPE_STATUT;LB_TYPE_STATUT;REGROUPEMENT_TYPE;CODE_STATUT;LABEL_STATUT;CD_SIG;LB_AUTEUR;REGNE;PHYLUM;CLASSE;ORDRE;FAMILLE;GROUP1_INPN;GROUP2_INPN
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2005-06-22;P1#L#0;pre_id1262;;;1;NbrTax;2137;tinca tinca;7;1;Domaine de validité;214;n;Aspe1588eta2_SurfEchMc650.00_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.00_PntCEPM2.90_ProfMStaM0.58_AltM59_TAir1C4.1_TAir7C19.8;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67478;67478;198470;LRM;Liste rouge mondiale;Liste rouge;LC;Préoccupation mineure;WORLD;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Tincidae;Chordés;Poissons
3112295;LE MORBRAS A SUCY-EN-BRIE 2;004;10;Diatomées benthiques;2019-07-17;;20190311229501;;;1;NbrTax;7948;navicula gregaria;8;1;Domaine de validité;214;n;20201028101227-HB-474996;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1997-09-10;A2#L#0;pre_id4655;;;1;NbrTax;2133;rutilus rutilus;6;1;Domaine de validité;214;n;Aspe918eta1_1997-09-10_10:00:00_03112088;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67422;67422;197298;LRM;Liste rouge mondiale;Liste rouge;LC;Préoccupation mineure;WORLD;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2015-06-17;B;B2;;;1;NbrTax;933;oligochaeta;11;1;Domaine de validité;0;Unité inconnue;20180130180355-HB-7465;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2015-06-24;;L1;;;1;NbrTax;8492;surirella brebissonii var. kuetzingii;2;1;Domaine de validité;214;n;20180201135845-HB-13631;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2000-04-19;A4#L#0;pre_id4902;;;1;NbrTax;2193;perca fluviatilis;2;1;Domaine de validité;214;n;Aspe957eta1_2000-04-19_14:00:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);69350;69350;195954;LRM;Liste rouge mondiale;Liste rouge;LC;Préoccupation mineure;WORLD;Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Perciformes;Percidae;Chordés;Poissons
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2021-09-21;C;C;;;1;NbrTax;312;mystacides;12;1;Domaine de validité;214;n;20220818095859-HB-524902;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3080660;LA SEINE A ALFORTVILLE 3;004;10;Diatomées benthiques;2018-07-18;;03080660;;;1;NbrTax;13913;gomphonema italicum;2;1;Domaine de validité;214;n;20190327180827-HB-346457;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2012-08-08;B;B2;;;1;NbrTax;1028;ancylus;30;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7462;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2021-09-22;;L1;;;1;NbrTax;7748;gyrosigma attenuatum;2;1;Domaine de validité;214;n;20220818101725-HB-524936;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2002-04-24;A4#L#0;pre_id5004;;;1;NbrTax;2090;alburnus alburnus;18;1;Domaine de validité;214;n;Aspe975eta2_SurfEchMc1169.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM75.00_PntCEPM0.10_ProfMStaM3.00_AltM35_TAir1C4.5_TAir7C20.3;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67111;67111;188935;LRN;Liste rouge nationale;Liste rouge;LC;Préoccupation mineure;TERFXFR;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2017-07-08;B;B2;;;1;NbrTax;622;oulimnius;4;1;Domaine de validité;0;Unité inconnue;20180629100752-HB-28629;0;Interlocuteur inconnu;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2023-08-01;B;B;;;1;NbrTax;933;oligochaeta;5;1;Domaine de validité;214;n;20240717112047-HB-578743;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2020-06-24;F1;P1;;;3;RecTax;1244;leptodictyum riparium;0.0006375;1;Domaine de validité;243;%;20210909144649-HB-498377;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;5444;5444;433842;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;INSEER32;(Hedw.) Warnst., 1906;Plantae;;Equisetopsida;Hypnales;Amblystegiaceae;Bryophytes;Mousses
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2021-09-02;;L1;;;1;NbrTax;42884;tryblionella kuetzingii;1;1;Domaine de validité;214;n;20220818101728-HB-524939;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1996-09-10;A8#L#0;pre_id78581;;;1;NbrTax;2135;scardinius erythrophthalmus;30;1;Domaine de validité;214;n;Aspe45569eta1_1996-09-10_14:20:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67466;67466;197416;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;INSEER84;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2021-08-26;GPSL#0;pre_id94440;;;1;NbrTax;31041;squalius cephalus;3;1;Domaine de validité;214;n;Aspe87202eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM128.0_PntCEPM0.1_ProfMStaM3.36_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67310;67310;200261;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;INSEER84;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;2008-07-09;GPSL#0;pre_id7249;;;1;NbrTax;2193;perca fluviatilis;8;1;Domaine de validité;214;n;Aspe1912eta2_SurfEchMc1250.0_SBVDKmc12731.7_DSrcKm500.0_LarMEauM60.0_PntCEPM0.1_ProfMStaM2.7_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);69350;69350;195954;LRM;Liste rouge mondiale;Liste rouge;LC;Préoccupation mineure;WORLD;Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Perciformes;Percidae;Chordés;Poissons
3063650;LA SEINE A ORLY 1;004;10;Diatomées benthiques;2022-06-29;;L1;;;1;NbrTax;9029;nitzschia sigmoidea;1;1;Domaine de validité;214;n;20230703214651-HB-549801;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2014-07-15;C;B3;;;1;NbrTax;1051;corbicula;416;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7464;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;007;27;Macrophytes;2018-08-08;F2;P2;;;3;RecTax;1124;cladophora;0;1;Domaine de validité;243;%;20190327182054-HB-346689;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-10-21;Camp2024-10-21;L1;;;4;BioVolTax;7881;navicula cryptotenella;0.0007;1;Domaine de validité;536;mm3/L;20250618165004-HB-600991;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2015-08-19;GPSL#0;pre_id12819;;;1;NbrTax;2110;cyprinus carpio;1;1;Domaine de validité;214;n;Aspe5001eta1_2015-08-19_08:30:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67058;67058;191469;LRM;Liste rouge mondiale;Liste rouge;LC;Préoccupation mineure;WORLD;Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Chordés;Poissons
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2021-09-02;;L1;;;1;NbrTax;16490;nitzschia solgensis;1;1;Domaine de validité;214;n;20220818101728-HB-524939;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063650;LA SEINE A ORLY 1;004;10;Diatomées benthiques;2017-09-27;;L1;;;1;NbrTax;7849;navicula caterva;4;1;Domaine de validité;214;n;20180405171853-HB-25605;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;10;Diatomées benthiques;2018-07-19;;03112000;;;1;NbrTax;10372;achnanthidium eutrophilum;2;1;Domaine de validité;214;n;20190327180827-HB-346466;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;1997-04-09;A2#L#0;pre_id4581;;;1;NbrTax;2113;gobio gobio;2;1;Domaine de validité;214;n;Aspe906eta1_1997-04-09_13:45:00_03079622;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67257;67257;192866;LRN;Liste rouge nationale;Liste rouge;LC;Préoccupation mineure;TERFXFR;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Gobionidae;Chordés;Poissons
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2018-08-16;FU;P1;;;3;RecTax;31545;fissidens fontanus;0.40453074;1;Domaine de validité;243;%;20190327182054-HB-346690;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;434079;434079;195339;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;INSEED48;(Bach.Pyl.) Steud., 1824;Plantae;;Equisetopsida;Dicranales;Fissidentaceae;Bryophytes;Mousses
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2019-08-08;B;B;;;1;NbrTax;312;mystacides;5;1;Domaine de validité;214;n;20201029143652-HB-475853;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2024-06-17;C';C';;;1;NbrTax;5097;jaera;54;1;Domaine de validité;214;n;20250619155228-HB-601182;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2017-08-16;C';B4;;;1;NbrTax;3110;prostoma;2;1;Domaine de validité;0;Unité inconnue;20190205185848-HB-30584;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2006-06-14;GPSL#0;pre_id7047;;;1;NbrTax;2135;scardinius erythrophthalmus;1;1;Domaine de validité;214;n;Aspe1635eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM120.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67466;67466;197416;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;INSEER84;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2018-08-16;B;B;;;1;NbrTax;1051;corbicula;1185;1;Domaine de validité;214;n;20190328112225-HB-346769;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;2006-06-20;GPSL#0;pre_id7043;;;1;NbrTax;2135;scardinius erythrophthalmus;1;1;Domaine de validité;214;n;Aspe1632eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm500.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67466;67466;197416;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;INSEER84;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1996-05-07;P1#L#0;pre_id986;;;1;NbrTax;2110;cyprinus carpio;1;1;Domaine de validité;214;n;Aspe890eta1_1996-05-07_15:25:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67058;67058;191469;LRM;Liste rouge mondiale;Liste rouge;LC;Préoccupation mineure;WORLD;Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Chordés;Poissons
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;13;Macroinvertébrés aquatiques;2024-08-29;A;A;;;1;NbrTax;933;oligochaeta;100;1;Domaine de validité;214;n;20250619155907-HB-601222;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2016-07-21;C;B3;;;1;NbrTax;245;tinodes;2;1;Domaine de validité;0;Unité inconnue;20180228165842-HB-20485;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2017-08-16;B;B2;;;1;NbrTax;1033;acroloxus;1;1;Domaine de validité;0;Unité inconnue;20190205185848-HB-30584;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;007;27;Macrophytes;2020-06-25;F1;P1;;;3;RecTax;1244;leptodictyum riparium;0.02;1;Domaine de validité;243;%;20210630105048-HB-490829;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);5444;5444;433842;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;INSEER32;(Hedw.) Warnst., 1906;Plantae;;Equisetopsida;Hypnales;Amblystegiaceae;Bryophytes;Mousses
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2015-06-24;;L1;;;1;NbrTax;8656;discostella pseudostelligera;1;1;Domaine de validité;214;n;20180201135845-HB-13644;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2019-08-08;B;B;;;1;NbrTax;1074;dendrocoelum lacteum;1;1;Domaine de validité;214;n;20201029143652-HB-475853;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2012-08-07;B;B2;;;1;NbrTax;807;chironomidae;92;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6665;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2012-06-27;;L1;;;1;NbrTax;11135;amphora pediculus abnormal form;1;1;Domaine de validité;214;n;20180201135915-HB-15110;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2014-08-13;;L1;;;1;NbrTax;9081;tryblionella apiculata;1;1;Domaine de validité;214;n;20180201135901-HB-14500;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2024-06-18;F1;F2;;;3;RecTax;19725;ulva;0.00295455;1;Domaine de validité;243;%;20250618181042-HB-601147;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2023-08-01;A;A;;;1;NbrTax;1043;pisidium;4;1;Domaine de validité;214;n;20240717112047-HB-578743;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;10;Diatomées benthiques;2012-08-07;;L1;;;1;NbrTax;20686;mayamaea atomus var. permitis;1;1;Domaine de validité;214;n;20180201135902-HB-14521;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2021-09-02;;L1;;;1;NbrTax;7116;amphora pediculus;93;1;Domaine de validité;214;n;20220818101728-HB-524939;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-08-14;Camp2024-08-14;L1;;;4;BioVolTax;6459;pseudanabaena limnetica;0.00062;1;Domaine de validité;536;mm3/L;20250618165002-HB-600987;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2012-06-27;;L1;;;1;NbrTax;18821;staurosira venter;4;1;Domaine de validité;214;n;20180201135915-HB-15110;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2016-08-17;;L1;;;1;NbrTax;33829;achnanthidium delmontii;47;1;Domaine de validité;214;n;20180228165202-HB-19495;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2011-07-11;B;B2;;;1;NbrTax;3127;cladocera;1;4;Pres. ou Abs. ou NQ/ND;0;Unité inconnue;20180130180354-HB-7461;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3080660;LA SEINE A ALFORTVILLE 3;004;10;Diatomées benthiques;2019-08-08;;20190308066001;;;1;NbrTax;18855;staurosirella ovata;1;1;Domaine de validité;214;n;20201028101226-HB-474989;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2014-08-19;;L1;;;1;NbrTax;17937;planothidium lanceolatum;1;1;Domaine de validité;214;n;20180201135947-HB-16470;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3112295;LE MORBRAS A SUCY-EN-BRIE 2;003;13;Macroinvertébrés aquatiques;2016-09-23;A;B1;;;1;NbrTax;847;anthomyiidae;2;1;Domaine de validité;0;Unité inconnue;20180228165842-HB-20463;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2016-08-11;GPSL#0;pre_id12845;;;1;NbrTax;2133;rutilus rutilus;33;1;Domaine de validité;214;n;Aspe5122eta1_2016-08-11_09:00:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67422;67422;197298;LRM;Liste rouge mondiale;Liste rouge;LC;Préoccupation mineure;WORLD;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2013-07-11;;L1;;;1;NbrTax;6706;fragilaria rumpens;1;1;Domaine de validité;214;n;20180201135915-HB-15111;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3080339;LA SEINE A ALFORTVILLE 2;005;4;Poissons;1990-04-10;P1#L#0;pre_id971;;;1;NbrTax;2086;abramis brama;1;1;Domaine de validité;214;n;Aspe833eta1_1990-04-10_10:30:00_03080339;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);67074;67074;188673;LRE;Liste rouge européenne;Liste rouge;LC;Préoccupation mineure;EUROPE;(Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2019-08-08;B;B;;;1;NbrTax;3110;prostoma;1;1;Domaine de validité;214;n;20201029143652-HB-475853;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2011-09-07;A;B1;;;1;NbrTax;1061;planariidae;2;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6663;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2021-09-02;B;B;;;1;NbrTax;1043;pisidium;1;1;Domaine de validité;214;n;20220809121435-HB-523638;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2014-08-13;;L1;;;1;NbrTax;16490;nitzschia solgensis;1;1;Domaine de validité;214;n;20180201135901-HB-14500;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2010-08-04;A;B1;;;1;NbrTax;622;oulimnius;2;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7460;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2012-06-27;;L1;;;1;NbrTax;7881;navicula cryptotenella;32;1;Domaine de validité;214;n;20180201135915-HB-15110;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
3112295;LE MORBRAS A SUCY-EN-BRIE 2;003;13;Macroinvertébrés aquatiques;2019-07-17;A;A;;;1;NbrTax;1074;dendrocoelum lacteum;4;1;Domaine de validité;214;n;20201029143648-HB-475816;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2020-08-27;C;C;;;1;NbrTax;249;ecnomus;18;1;Domaine de validité;214;n;20210908103329-HB-498345;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;;;;;;;;;;;;;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2012-08-02;;L1;;;1;NbrTax;8847;nitzschia capitellata;2;1;Domaine de validité;214;n;20180201135947-HB-16468;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;;;;;;;;;;;;;;;
